Campus,StudyField,Branch,Role,EduLevel,ProgLang,Databases,Platform,WebFramework,Industry,AISearch,AITool,Employment
Tyger Valley Campus,DS,I am a developer by profession,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,SQL,Amazon Web Services (AWS);Google Cloud;Netlify,Vue.js,Retail and Consumer Services,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify,"Employed, full-time"
Pretoria Campus,Information Technology,I am learning to code,"Developer, full-stack",Some college/university study without earning a degree,JavaScript,SQL,Vercel,React,Insurance,ChatGPT;Phind,AWS CodeWhisperer,"Not employed, but looking for work"
Tyger Valley Campus,Information Technology,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Other (please specify):,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,SQL,Microsoft Azure,React,Legal Services,Bing AI;ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
Midrand Campus,CS,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Fly.io;Heroku;Microsoft Azure;Netlify;Vercel,React,Healthcare,Bing AI;ChatGPT;Google Bard AI;Phind,GitHub Copilot;Rubber Duck.AI;Tabnine,"Independent contractor, freelancer, or self-employed;Employed, part-time"
Midrand Campus,DS,"I used to be a developer by profession, but no longer am",Other (please specify):,Some college/university study without earning a degree,JavaScript,SQL,Unknown,React,Retail and Consumer Services,Unknown,AWS CodeWhisperer,"Independent contractor, freelancer, or self-employed"
Nelson Mandela Bay Campus,CS,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",SQL,SQL,Unknown,Unknown,Advertising Services,Unknown,Adrenaline;AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,JavaScript,SQL,Cloudflare;Microsoft Azure,Angular,Oil & Gas,Bing AI;ChatGPT,Whispr AI,"Independent contractor, freelancer, or self-employed"
Nelson Mandela Bay Campus,CS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Data or business analyst,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,SQL,Amazon Web Services (AWS);Google Cloud,WordPress,Higher Education,Unknown,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI,"Employed, full-time"
Nelson Mandela Bay Campus,Information Technology,I am a developer by profession,"Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,SQL,Google Cloud,ASP.NET CORE;Blazor,Advertising Services,Unknown,AWS CodeWhisperer;Codeium;GitHub Copilot,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,"Developer, back-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,SQL,Microsoft Azure,Angular,Higher Education,ChatGPT;Google Bard AI,Synk Code;Tabnine,"Employed, part-time"
Pretoria Campus,CS,I code primarily as a hobby,Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Objective-C;Swift,Unknown,Unknown,Unknown,Advertising Services,ChatGPT,GitHub Copilot;Mintlify,"Independent contractor, freelancer, or self-employed"
Pretoria Campus,CS,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,SQL,Amazon Web Services (AWS),Unknown,Other,ChatGPT,AWS CodeWhisperer,"Employed, full-time"
Midrand Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Digital Ocean,Vue.js,"Information Services, IT, Software Development, or other Technology",ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
Nelson Mandela Bay Campus,CS,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Microsoft Azure,React,"Information Services, IT, Software Development, or other Technology",ChatGPT,AWS CodeWhisperer;Mintlify,"Not employed, but looking for work"
Pretoria Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Microsoft Azure,React,Wholesale,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI,"Independent contractor, freelancer, or self-employed"
Midrand Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Unknown,Angular,"Manufacturing, Transportation, or Supply Chain",Bing AI;ChatGPT,Codeium;GitHub Copilot;Tabnine,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Pretoria Campus,CS,I am a developer by profession,Engineering manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Firebase;Oracle Cloud Infrastructure (OCI),Angular,"Information Services, IT, Software Development, or other Technology",ChatGPT;Google Bard AI,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
Tyger Valley Campus,CS,I am a developer by profession,Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;Linode,React,Higher Education,ChatGPT;Google Bard AI;Perplexity AI,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Tabnine,"Independent contractor, freelancer, or self-employed"
Tyger Valley Campus,CS,I am a developer by profession,Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,now Akamai;Netlify;VMware,React,Higher Education,ChatGPT;Google Bard AI;Perplexity AI,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Tabnine,"Independent contractor, freelancer, or self-employed"
Nelson Mandela Bay Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Cloudflare;Google Cloud,React,Advertising Services,ChatGPT,GitHub Copilot;Replit Ghostwriter;Whispr AI,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Durban Campus,DS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Student,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Unknown,Amazon Web Services (AWS),Unknown,Other,ChatGPT,AWS CodeWhisperer,"Employed, part-time;Student, part-time"
Nelson Mandela Bay Campus,Information Technology,I am a developer by profession,Project manager,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",VBA,Unknown,Unknown,Unknown,Retail and Consumer Services,Unknown,Adrenaline;Tabnine,"Employed, full-time"
Tyger Valley Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Unknown,Cloudflare;Google Cloud;Microsoft Azure,React,Higher Education,Unknown,GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI;Tabnine,"Employed, full-time"
Tyger Valley Campus,Information Technology,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Cloudflare,Django;jQuery;WordPress,Oil & Gas,Quora Poe,GitHub Copilot;Rubber Duck.AI;Tabnine,"Independent contractor, freelancer, or self-employed"
Pretoria Campus,CS,I am learning to code,Student,Some college/university study without earning a degree,Python,SQL,Amazon Web Services (AWS),Flask,Legal Services,ChatGPT,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter,"Not employed, but looking for work;Student, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Dart;Go;Kotlin,SQL,Amazon Web Services (AWS);Google Cloud;Linode,Unknown,Wholesale,ChatGPT;Google Bard AI,AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Dart;Go;Kotlin,SQL,now Akamai,Unknown,Wholesale,ChatGPT;Google Bard AI,AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Amazon Web Services (AWS);Heroku,Django;jQuery;Node.js;Ruby on Rails,Oil & Gas,Bing AI;ChatGPT;Google Bard AI;WolframAlpha,AWS CodeWhisperer;Replit Ghostwriter;Rubber Duck.AI;Tabnine,"Employed, full-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS),Angular,Higher Education,Unknown,AWS CodeWhisperer;Replit Ghostwriter,"Employed, full-time"
Pretoria Campus,DS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Student,Some college/university study without earning a degree,JavaScript,SQL,Cloudflare;Digital Ocean;Firebase;Netlify;OVH;Vercel,React,Financial Services,Bing AI;ChatGPT;Google Bard AI,Mintlify,"Student, full-time;Employed, part-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,SQL,Amazon Web Services (AWS);Google Cloud,React,Advertising Services,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter,"Employed, full-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;F#,SQL,Microsoft Azure,ASP.NET CORE,Higher Education,Unknown,GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,SQL,SQL,Amazon Web Services (AWS);Microsoft Azure,ASP.NET CORE;Blazor,Advertising Services,ChatGPT,AWS CodeWhisperer;Mintlify;Replit Ghostwriter;Synk Code;Tabnine,"Independent contractor, freelancer, or self-employed"
Durban Campus,CS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Engineering manager,Primary/elementary school,C++,SQL,Unknown,WordPress,"Information Services, IT, Software Development, or other Technology",Unknown,Codeium,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;Rust,SQL,Microsoft Azure,ASP.NET CORE,Wholesale,Bing AI;ChatGPT,Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Pretoria Campus,CS,I am a developer by profession,"Developer, desktop or enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Amazon Web Services (AWS);Microsoft Azure,ASP.NET CORE;jQuery,Retail and Consumer Services,ChatGPT,AWS CodeWhisperer;Rubber Duck.AI,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Cloudflare;Vercel,React,Wholesale,ChatGPT,Codeium;GitHub Copilot;Tabnine,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,"Developer, game or graphics","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Firebase;Heroku,React,Financial Services,ChatGPT;You.com,Codeium;GitHub Copilot;Synk Code,"Independent contractor, freelancer, or self-employed"
Durban Campus,Information Technology,I code primarily as a hobby,Other (please specify):,Some college/university study without earning a degree,JavaScript,Unknown,Heroku,Node.js,"Information Services, IT, Software Development, or other Technology",WolframAlpha,GitHub Copilot,"Independent contractor, freelancer, or self-employed;Student, full-time"
Nelson Mandela Bay Campus,DS,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,SQL,Amazon Web Services (AWS),Unknown,Healthcare,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Firebird,Amazon Web Services (AWS),Unknown,"Information Services, IT, Software Development, or other Technology",Unknown,Codeium;Replit Ghostwriter,"Independent contractor, freelancer, or self-employed"
Nelson Mandela Bay Campus,CS,I am a developer by profession,Scientist,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python,Unknown,Unknown,Unknown,Advertising Services,Unknown,Codeium;GitHub Copilot,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Digital Ocean,React,"Manufacturing, Transportation, or Supply Chain",ChatGPT,Mintlify;Tabnine,"Employed, full-time"
Pretoria Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Cloudflare;Microsoft Azure,Vue.js,Legal Services,ChatGPT;Google Bard AI,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Unknown,Angular,Insurance,Unknown,AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
Nelson Mandela Bay Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,MariaDB;MongoDB;Redis,Amazon Web Services (AWS);Heroku,React,Higher Education,ChatGPT,GitHub Copilot;Whispr AI,"Not employed, but looking for work"
Nelson Mandela Bay Campus,Information Technology,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",SQL,SQL,Unknown,FastAPI,Wholesale,ChatGPT,Adrenaline;GitHub Copilot;Mintlify;Replit Ghostwriter;Synk Code,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Durban Campus,DS,I am a developer by profession,Database administrator,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Google Cloud;Managed Hosting;Microsoft Azure;VMware,Vue.js,"Manufacturing, Transportation, or Supply Chain",ChatGPT,Synk Code,"Employed, full-time"
Midrand Campus,DS,I am a developer by profession,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Microsoft Azure,React,Higher Education,ChatGPT,Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Pretoria Campus,CS,I am a developer by profession,"Developer, game or graphics","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C++,Unknown,Unknown,Unknown,Other,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Independent contractor, freelancer, or self-employed"
Durban Campus,CS,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS),React,Advertising Services,Unknown,AWS CodeWhisperer;GitHub Copilot;Whispr AI,"Employed, full-time"
Nelson Mandela Bay Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Cloudflare;Netlify;Render;Vercel,React,Wholesale,ChatGPT,AWS CodeWhisperer;Tabnine,"Employed, full-time"
Nelson Mandela Bay Campus,Information Technology,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Managed Hosting,Vue.js,Legal Services,Bing AI,Adrenaline;Codeium;GitHub Copilot,"Employed, full-time"
Nelson Mandela Bay Campus,Information Technology,I am a developer by profession,Data scientist or machine learning specialist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,BigQuery;Redis,Amazon Web Services (AWS);Google Cloud,Unknown,Oil & Gas,Unknown,Codeium;GitHub Copilot,"Employed, full-time"
Pretoria Campus,CS,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,SQL,Amazon Web Services (AWS);Google Cloud;Vultr,Node.js;Svelte,Insurance,ChatGPT;Google Bard AI,AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine,"Employed, full-time"
